nombre;cuit;domicilio;id_pais;contacto;email;telefono;activo
TUTEUR S A C I F I A;30-58986464-2;GARAY JUAN DE AV. 850 Piso:02 Dpto:D  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vklempert;"vklempert@tuteurgroup.com; lestrada@tuteurgroup.com; impuestos@tuteurgroup.com";5787-2222;1
TUV RHEINLAND ARGENTINA SA;30-67775453-9;CABILDO AV. 642 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULLjulieta.toledo; julieta.toledo@ar.tuv.com; Julieta 54 11 5985-0800 ;1
TYROLIT ARGENTINA S A;30-50102862-9;ARIAS 3751 Piso:17  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;DChavez;"DChavez@tyrolit.com.ar;APurita@tyrolit.com.ar;MSamparisi@tyrolit.com.ar";Daniela;1
UNIDEM S A;30-61038240-8;9 DE JULIO 3601  SANTA_FE;1;clientes;clientes@unisem.com.ar;0342-4553500 Int 131Eugenia;1
UNION AGRICOLA DE AVELLANEDA COOP LTDA;30-50191240-5;SAN MARTIN 768 AVELLANEDA SANTA_FE;1;sabrinaasartor;sabrinaasartor@gmail.com;3644635050;1
UNITECH S A;30-64878971-4;CORRIENTES AV. 327 Piso:20  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;agustinam;"agustinam@unitech.com.ar;melaniet@unitech.com.ar;solr@unitech.com.ar";+54 11 5252-8560 / 11 5050-0642 ;1
UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA;30-58146679-6;CORDOBA AV. 820 Piso:13  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;franco.palomino;franco.palomino@ua.com.ar;NULL;1
UNIVERSAL MUSIC ARGENTINA SOCIEDAD ANONIMA;30-53920694-6;SALGUERO JERONIMO 3350 Piso:PB  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;nathalie.farrell;nathalie.farrell@umusic.com;1168709805|;1
UNIVERSIDAD DE BUENOS AIRES;30-54666656-1;VIAMONTE 444  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
UNIVERSIDAD NACIONAL DE CORDOBA;30-54667062-3;GENERAL JOSE G ARTIGAS 160 Piso:7  CORDOBA;1;fabio.ledesma;fabio.ledesma@unc.edu.ar;NULL;1
UNIVERSIDAD NACIONAL DE LA MATANZA;30-64622868-5;FLORENCIO VARELA 1903 SAN_JUSTO BUENOS_AIRES;1;ceremonial;ceremonial@unlam.edu.ar;4616-8600;1
UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;30-58676158-3;RUTA PROVINCIAL 1 COMODORO_RIVADAVIA CHUBUT;1;miuni.compras;miuni.compras@gmail.com;NULL;1
UNIVERSIDAD NACIONAL DE QUILMES;30-64213725-1;R SAENZ PEeA 352  BUENOS_AIRES;1;aagnello;aagnello@biotec.quimica.unlp.edu.ar;Ana Carolina: 221 4833794 int.123;1
URA AGRO S.A.S.;30-71715631-1;BRASIL 810 UCACHA CORDOBA;1;pacoelorza;pacoelorza@hotmail.com;Francisco 0353 4285199;1
URBANLINE CONCEPTOS Y SERVICIOS S.R.L.;30-71549388-4;DARREGUEYRA 2438 Piso:1 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;servicios.urbanline;servicios.urbanline@gmail.com;NULL;1
VALLS SOCIEDAD ANONIMA;30-54207174-1;IRALA 433  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;marketing;marketing@valls-sa.com.ar;Valentin Cardenas: 4300 2350;1
VEO ESTUDIO SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-71433155-4;GUTIERREZ JUAN MARIA 3951 Piso:11 Dpto:C  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lucialitardo;"lucialitardo@veoestudio.com; anainestala@veoestudio.com; melinasachero@veoestudio.com";NULL;1
VERTICE VIVERISTA S.A.S.;30-71629206-8;ARTURO CAPDEVILA 5500  CORDOBA;1;NULL;NULL;NULL;1
VIAJES EL CORTE INGLES ARGENTINA SOCIEDAD ANONIMA;30-70928563-3;PELLEGRINI CARLOS 971  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;duria;duria@viajeselcorteingles.com.ar;NULL;1
VICTORINO ADOLFO VELAZQUEZ;20-08588184-2;RUTA 226 KM 7.5 0  BUENOS_AIRES;1;yesilv3;yesilv3@hotmail.com;NULL;1
VIDEOSWITCH S R L;30-70125272-8;USPALLATA 3579  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;manuel.gutierrez;manuel.gutierrez@videoswitch.tv;NULL;1
VIDREAR S.R.L;30-71744212-8;GARCIA DEL RIO AV. 4066  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rosario.watkins;rosario.watkins@vidrear.com.ar;549108532;1
VIENTOS DE LA PATAGONIA I S.A.;30-70981277-3;LIBERTADOR DEL AV. 1068 Piso:2 Dpto:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
VILLANUEVA E HIJOS  S.A.;30-71025327-3;CORONEL PUCH 638  JUJUY;1;lfermi;lfermi@villanuevaehijos.com.ar; Luciana 03884374333;1
VIREYES AGROPECUARIA SA;30-68271301-8;LIBERTADOR DEL AV. 498 Piso:28  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;cristina.villamayor;cristina.villamayor@vireyes.com;NULL;1
VIRGINIA PAULA ALONSO;27-21710241-9;SALAS 887  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
VIRTUALISA S.A.;30-71504338-2;CORDOBA AV. 1680 Piso:21 Dpto:D  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;titomariacandelaria;titomariacandelaria@gmail.com;NULL;1
VISION ODONTOLOGICA S.R.L.;30-71026263-9;FIDEL VICENTE LOPEZ 388 Piso:1 Dpto:C MARTINEZ BUENOS_AIRES;1;cfacio;cfacio@visionodontologica.com.ar;NULL;1
VISUAR S.A.;30-65553446-2;QUINQUELA MARTIN B. 1924  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;egaggero;egaggero@visuar.com.ar;11.4109.3000  /eugenia. 1168864842;1
VITOPEL ARGENTINA SOCIEDAD ANONIMA;30-57214708-4;RUTA NAC  NUEVE  KM 783 VILLA_DEL_TOTORAL CORDOBA;1;mvera;mvera@vitopelargentina.com;03524-478780;1
VM HOTELERIA S.A.;30-71657902-2;QUINTANA PRESIDENTE AV. 529 Piso:8  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;administracion;administracion@estanciavillamaria.com;NULL;1
VODEGUITA S.R.L.;30-71713814-3;Von Wernicke 3044-San Isidro  BUENOS_AIRES;1;arporolli;arporolli@vodeguita.com.ar;NULL;1
WALRUS S.R.L.;30-71572871-7;JOSE MARMOL 3260 Piso:0 Dpto:0 VILLA_MARTELLI BUENOS_AIRES;1;diego.lambert;"diego.lambert@walruscrea.com;rafa@walruscrea.com";1166270555;1
WATCH LAND SOCIEDAD ANONIMA;30-69380763-4;SERRANO 661 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;tamara;"tamara@watch-land.com.ar; finanzas@watch-land.com.ar"; 4857-3837 int 104   ;1
WE ARE CATCH S.A.;30-71654013-4;NECOCHEA 549  BUENOS_AIRES;1;barbara;barbara@wearecatch.com;NULL;1
WEG EQUIPAMIENTOS ELECTRICOS SA;30-66916066-2;SANTIAGO PAMPIGLIONE 4849 SAN_FRANCISCO CORDOBA;1;ccarrillo;ccarrillo@weg.net;Camila: 03564 - 421484 (Int 238);1
WILSON GERMAN GIMENEZ NOGUERA;20-34655018-0;GRANADA 166  CORRIENTES;1;wilsonnoguera12;wilsonnoguera12@gmail.com;379-4339854;1
XQ S.A.;30-71109007-6;AVDA.HUMBERTO PRIMO 630 Piso:2  CORDOBA;1;candelaria.alloatti;candelaria.alloatti@doinglobal.com;3516536579;1
YANINA MARIA SOL BASSO;27-29718656-1;LIBERTADOR DEL AV. 6505  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;yanibasso;yanibasso@hotmail.com;1155030290;1
ZETTALAN S.A.;30-71211408-4;PIEDRAS 338 Piso:1 Dpto:10  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;PROVEEDORES;PROVEEDORES@ZETTALAN.COM.AR;NULL;1
ZOFINGEN SECURITIES SA;30-70750503-2;MANSO JUANA 555 Piso:7 Dpto:C  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rgonzalez;rgonzalez@zofingen.com.ar;contacto ROMINA CEL. 1139846604;1
ZULPREY S.A. SUCURSAL ARGENTINA;30-71556073-5;ESMERALDA 1812 FLORIDA BUENOS_AIRES;1;staffassistant;staffassistant@vitriumcapital.com;21520660;1
ZURICH SANTANDER SEGUROS ARGENTINA SOCIEDAD ANONIMA;30-69896545-9;CORRIENTES AV. 415 Piso:02  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;fdurasnikvalente;fdurasnikvalente@zurich-santander.com.ar;11 32180664;1
